supplier_id,supplier_reliability,previous_delays,average_lead_time,demand,inventory_level,weather_risk,transportation_risk,distance,supplier_capacity,shipment_size,historical_disruptions,disrupted
SUP-019,88.9,9,15.4,6778,20345,2.4,2.8,240.0,22074,6499,2,0
SUP-034,64.6,6,16.3,1824,5984,2.6,6.4,353.0,9808,1907,2,0
SUP-037,51.9,0,17.9,2569,4988,3.9,5.2,641.0,10721,2904,1,0
SUP-024,92.3,0,12.0,4403,5152,1.5,4.4,850.0,4747,3878,3,0
SUP-008,86.7,4,16.7,13899,30771,,4.4,2168.0,82432,8055,6,0
SUP-028,47.3,9,16.2,6904,4419,1.7,6.0,342.0,5907,6754,1,1
SUP-026,55.3,11,11.7,17177,57249,2.3,1.1,770.0,57683,20106,6,0
SUP-001,86.0,14,14.8,1379,3220,3.4,2.6,375.0,3017,1318,3,0
SUP-004,82.0,12,15.6,2597,1197,1.9,4.8,213.0,6621,3443,3,1
SUP-023,96.4,12,14.4,1716,1511,1.3,0.6,1149.0,3038,1625,2,0
SUP-006,96.7,10,8.9,5334,14631,4.1,7.0,256.0,13063,5806,4,1
SUP-018,48.4,10,12.5,2358,5871,2.0,1.8,488.0,12153,2873,0,0
SUP-027,69.7,11,11.3,2015,3144,3.7,4.2,371.0,5148,2758,0,1
SUP-036,55.0,8,17.4,1477,4927,3.4,4.9,390.0,7234,1838,5,0
SUP-028,47.3,9,25.4,3355,1739,4.4,1.6,264.0,11041,1827,1,0
SUP-014,88.6,5,15.8,6930,7007,1.7,2.2,582.0,19341,5552,4,0
SUP-032,96.3,11,15.8,1633,4784,6.1,6.4,326.0,1822,1536,2,1
SUP-018,48.4,10,14.0,2351,5380,1.7,3.3,1013.0,5403,2730,0,0
SUP-022,63.8,2,18.5,15722,30364,1.2,2.5,533.0,57984,9658,1,0
SUP-031,84.5,4,20.4,868,2669,3.0,2.6,105.0,1663,622,6,0
SUP-034,64.6,6,19.9,1292,3961,0.5,2.9,1482.0,5671,711,2,0
SUP-040,80.5,1,16.4,2313,4738,1.0,5.2,420.0,9238,1406,6,0
SUP-015,68.5,13,14.7,3161,7448,4.4,6.9,1296.0,2864,1640,6,1
SUP-027,69.7,11,14.0,3918,12095,4.7,2.7,1236.0,5375,4501,0,0
SUP-013,79.1,12,2.0,2629,1016,4.3,3.1,522.0,3018,3253,0,0
SUP-027,69.7,11,16.4,4689,1838,2.2,2.0,634.0,6827,3405,0,0
SUP-022,63.8,2,20.0,3118,5883,3.0,3.1,404.0,3376,2399,1,0
SUP-007,85.3,1,17.7,1596,5286,3.4,2.1,725.0,6526,1462,0,0
SUP-036,55.0,8,11.5,3336,11587,1.2,4.4,313.0,15643,3479,5,0
SUP-031,84.5,4,15.5,2631,8211,4.8,1.8,828.0,10139,2274,6,0
SUP-032,96.3,11,12.5,5895,17965,4.9,5.2,1217.0,34861,7075,2,0
SUP-011,64.7,6,18.0,4821,4058,4.5,1.9,728.0,27558,3157,4,0
SUP-025,86.3,11,11.0,9632,13838,1.2,3.2,1540.0,15866,7144,7,1
SUP-034,64.6,6,14.2,354,1215,3.0,4.9,435.0,904,330,2,0
SUP-032,96.3,11,9.0,2822,5626,5.4,0.7,265.0,13667,3538,2,0
SUP-011,64.7,6,17.7,1909,4101,,5.3,690.0,6520,2355,4,0
SUP-024,92.3,0,6.2,4057,2652,0.6,4.3,268.0,22576,4319,3,0
SUP-018,48.4,10,17.0,11046,5983,2.6,7.5,1171.0,24369,7201,0,1
SUP-008,86.7,4,18.0,5672,9356,4.9,7.1,130.0,18879,3970,6,1
SUP-024,92.3,0,7.8,850,382,5.4,1.8,875.0,3116,844,3,0
SUP-003,90.5,2,14.8,7179,20230,2.4,2.8,2604.0,42973,8398,5,0
SUP-025,86.3,11,14.6,1364,2169,3.9,6.3,167.0,3063,831,7,0
SUP-026,55.3,11,16.6,1136,974,5.0,3.3,2008.0,4001,1400,6,1
SUP-021,85.2,12,24.9,6224,15890,3.8,1.3,154.0,33729,6714,7,0
SUP-001,86.0,14,16.7,2415,4799,1.3,5.2,667.0,9203,2202,3,1
SUP-032,96.3,11,7.2,2728,2050,3.1,1.9,771.0,7689,3771,2,0
SUP-013,79.1,12,10.8,6754,8526,1.1,0.7,349.0,29656,9324,0,0
SUP-027,69.7,11,7.8,2086,5375,3.4,1.9,847.0,8627,2526,0,0
SUP-006,96.7,10,10.2,10377,25982,0.3,1.3,1290.0,55006,5440,4,0
SUP-022,63.8,2,14.1,4437,5483,4.7,4.5,588.0,25152,4607,1,1
SUP-020,78.5,2,9.6,2788,7909,1.7,2.2,638.0,5210,3191,3,0
SUP-018,48.4,10,27.4,5172,1141,3.1,7.4,1980.0,13579,3140,0,1
SUP-006,96.7,10,3.8,1275,1011,1.7,1.8,271.0,7000,1116,4,0
SUP-029,53.2,7,21.2,3636,4380,1.7,5.2,1505.0,19785,3196,6,1
SUP-009,51.8,11,20.2,2213,786,5.3,1.4,265.0,4281,2376,4,1
SUP-032,96.3,11,13.8,5268,8845,2.9,2.9,230.0,26692,3775,2,0
SUP-028,47.3,9,21.0,8216,11075,5.0,3.8,1076.0,38213,10979,1,0
SUP-011,64.7,6,18.8,10255,20494,3.9,6.9,378.0,22641,8153,4,0
SUP-038,70.2,2,14.0,3041,8393,4.2,2.3,166.0,14638,2555,4,0
SUP-013,79.1,12,13.0,7443,17618,3.2,4.9,461.0,36435,6445,0,0
SUP-007,85.3,1,12.9,6095,15714,2.8,4.9,271.0,31346,3985,0,0
SUP-013,79.1,12,14.7,1794,878,1.9,5.6,1209.0,9249,2312,0,0
SUP-035,69.9,7,11.9,5351,14931,1.6,3.6,884.0,22076,2716,3,0
SUP-010,68.9,12,17.6,1307,1607,3.0,4.7,775.0,1411,658,5,0
SUP-027,69.7,11,16.1,3733,4703,7.0,3.9,179.0,13478,4141,0,0
SUP-020,78.5,2,7.4,1498,2234,2.9,1.8,702.0,4481,1162,3,0
SUP-032,96.3,11,11.0,4927,2196,3.2,7.9,488.0,10151,2708,2,1
SUP-033,62.3,8,24.5,2618,3916,4.7,5.2,426.0,3402,1936,7,1
SUP-037,51.9,0,22.3,4068,8720,1.4,3.7,278.0,24139,3096,1,0
SUP-040,80.5,1,15.4,4505,1527,4.4,3.4,511.0,20172,5429,6,0
SUP-040,80.5,1,8.4,7340,7893,2.7,3.0,377.0,26531,5400,6,0
SUP-013,79.1,12,15.4,1351,1290,5.4,4.6,822.0,6390,1150,0,1
SUP-017,74.4,3,14.6,9356,23493,5.1,2.7,1002.0,52541,8118,4,0
SUP-036,55.0,8,20.5,4980,10576,5.1,2.1,433.0,16017,6869,5,1
SUP-037,51.9,0,13.1,6357,7276,5.4,2.8,1348.0,10444,8250,1,0
SUP-002,68.3,6,19.8,3165,1908,2.5,4.4,504.0,7602,3756,5,1
SUP-038,70.2,2,15.8,645,1175,3.4,2.2,671.0,3137,742,4,0
SUP-035,69.9,7,16.5,3112,4583,2.1,5.3,623.0,11344,2265,3,1
SUP-029,53.2,7,19.4,1750,2160,2.6,3.1,1198.0,9825,2370,6,1
SUP-003,90.5,2,18.6,532,1423,4.1,2.1,822.0,2618,706,5,0
SUP-038,70.2,2,14.9,8462,20573,1.8,4.2,1119.0,42396,4890,4,0
SUP-035,69.9,7,14.0,3835,4760,2.6,7.1,1897.0,5655,4315,3,0
SUP-039,57.0,3,16.0,5950,12233,4.6,7.4,486.0,19617,3324,4,0
SUP-009,51.8,11,13.8,2329,6997,0.5,1.6,340.0,10598,1865,4,0
SUP-016,57.0,4,22.9,498,445,6.1,1.2,378.0,2910,369,2,0
SUP-039,57.0,3,18.3,873,1609,2.2,3.6,487.0,4734,1123,4,1
SUP-016,57.0,4,14.2,4297,4706,5.5,1.7,1091.0,10576,4674,2,1
SUP-035,69.9,7,15.0,1887,6089,2.0,1.4,366.0,4991,2399,3,0
SUP-038,70.2,2,12.7,5655,7986,2.0,1.6,499.0,26475,5779,4,0
SUP-018,48.4,10,15.6,6086,5908,2.9,3.5,351.0,18225,7252,0,0
SUP-035,69.9,7,20.3,799,1899,3.0,3.2,617.0,4291,742,3,0
SUP-013,79.1,12,8.8,28511,43580,0.9,1.7,,56631,14796,0,0
SUP-024,92.3,0,10.6,1674,4991,2.3,1.7,691.0,9959,1554,3,0
SUP-036,55.0,8,17.5,675,718,1.3,5.8,620.0,2740,573,5,0
SUP-025,86.3,11,15.8,5519,8282,0.8,2.0,169.0,32127,5637,7,0
SUP-018,48.4,10,14.6,874,1121,2.9,4.4,382.0,2583,1128,0,0
SUP-014,88.6,5,14.2,5832,6004,3.7,4.5,253.0,13750,7784,4,0
SUP-006,96.7,10,11.9,2333,1610,2.6,4.7,1897.0,12532,1654,4,0
SUP-002,68.3,6,18.1,2151,6706,2.8,5.1,533.0,10890,2841,5,1
SUP-031,84.5,4,5.6,3065,3571,2.2,1.7,3181.0,8517,2680,6,0
SUP-027,69.7,11,19.1,5518,16152,2.0,5.0,1012.0,24036,5953,0,0
SUP-027,69.7,11,11.1,452,1082,3.0,3.7,449.0,1203,478,0,1
SUP-019,88.9,9,11.7,427,132,2.0,1.6,485.0,2195,542,2,0
SUP-019,88.9,9,15.9,1774,5920,4.8,1.0,365.0,2055,2096,2,0
SUP-015,68.5,13,25.2,1438,946,4.9,6.7,154.0,6781,1629,6,1
SUP-023,96.4,12,18.7,5656,11639,4.3,4.6,1068.0,18432,6162,2,0
SUP-029,53.2,7,15.8,3870,4056,5.0,1.8,92.0,18696,3797,6,1
SUP-020,78.5,2,16.3,871,1404,2.1,1.8,157.0,4642,968,3,0
SUP-022,63.8,2,20.6,7819,13316,4.6,3.4,1339.0,11087,7914,1,1
SUP-028,47.3,9,14.7,5059,3966,1.3,1.5,408.0,21301,3781,1,0
SUP-033,62.3,8,23.0,5167,13370,3.0,1.2,1390.0,27484,6800,7,0
SUP-016,57.0,4,12.5,3544,9844,3.0,0.8,737.0,19698,4799,2,0
SUP-019,88.9,9,10.3,3034,7686,2.1,2.9,1631.0,14874,2965,2,0
SUP-022,63.8,2,9.3,3336,6279,2.0,4.8,935.0,9263,3897,1,0
SUP-009,51.8,11,24.9,1238,2306,3.9,6.0,370.0,3533,1471,4,1
SUP-011,64.7,6,17.3,2816,6285,5.2,4.2,1716.0,8427,2194,4,0
SUP-007,85.3,1,16.1,4764,16323,1.3,7.1,126.0,11238,5739,0,0
SUP-003,90.5,2,17.4,1027,779,3.7,5.3,847.0,5270,1406,5,0
SUP-009,51.8,11,24.1,545,114,,2.2,573.0,1675,559,4,1
SUP-031,84.5,4,14.1,798,1461,1.9,6.5,676.0,2305,619,6,1
SUP-026,55.3,11,16.2,5196,13264,3.4,7.0,1405.0,21174,4345,6,1
SUP-003,90.5,2,17.9,896,1055,4.0,4.8,277.0,1396,964,5,0
SUP-001,86.0,14,14.8,4575,12811,3.5,4.2,2466.0,22728,5817,3,0
SUP-011,64.7,6,11.0,6227,14252,1.1,3.9,380.0,13817,4380,4,0
SUP-002,68.3,6,8.3,1551,2997,0.4,7.1,361.0,2432,2058,5,0
SUP-027,69.7,11,15.3,5377,9048,1.1,4.5,417.0,11913,3154,0,0
SUP-030,81.2,10,13.3,1890,1227,5.2,5.5,1620.0,6029,1726,0,0
SUP-033,62.3,8,14.8,5507,12853,3.0,4.6,963.0,17022,3021,7,0
SUP-034,64.6,6,16.7,1537,432,2.9,3.9,213.0,4533,1468,2,0
SUP-013,79.1,12,16.2,3074,7647,5.3,2.2,1017.0,16085,2531,0,0
SUP-035,69.9,7,7.5,3354,11713,3.4,4.4,208.0,6788,3175,3,0
SUP-037,51.9,0,17.6,13698,29160,0.5,0.9,433.0,15265,9354,1,0
SUP-019,88.9,9,17.5,6076,8881,4.2,4.0,1262.0,34577,7851,2,0
SUP-012,94.1,12,12.5,739,2010,2.0,4.4,480.0,683,911,4,0
SUP-019,88.9,9,17.7,3321,8250,,7.5,856.0,18163,4182,2,0
SUP-001,86.0,14,12.1,578,536,2.5,3.4,559.0,2282,694,3,0
SUP-023,96.4,12,12.6,3757,5928,4.4,2.8,404.0,14717,5041,2,0
SUP-028,47.3,9,18.4,992,772,2.6,5.7,1114.0,2616,708,1,0
SUP-037,51.9,0,16.4,2873,3588,4.4,3.9,624.0,15555,1926,1,0
SUP-033,62.3,8,17.4,738,2323,1.8,2.2,659.0,1135,494,7,0
SUP-018,48.4,10,18.0,3348,718,2.0,2.2,389.0,10453,1692,0,0
SUP-036,55.0,8,20.4,1362,2185,1.5,2.5,399.0,1430,1822,5,0
SUP-034,64.6,6,15.7,8358,3215,3.4,6.7,1597.0,49551,5524,2,1
SUP-020,78.5,2,6.6,3879,4189,2.2,5.7,147.0,22500,2825,3,0
SUP-021,85.2,12,16.4,2619,8472,5.3,5.2,783.0,7461,1481,7,1
SUP-005,50.0,9,16.8,919,2057,,2.8,298.0,2170,609,6,1
SUP-016,57.0,4,15.9,3219,7844,2.4,2.7,782.0,18179,4335,2,0
SUP-008,86.7,4,9.8,4572,13062,3.6,1.3,260.0,24521,2470,6,0
SUP-001,86.0,14,10.2,6684,21045,2.5,7.4,4894.0,35873,7118,3,0
SUP-025,86.3,11,15.7,14703,32366,4.6,3.0,475.0,36323,19253,7,0
SUP-020,78.5,2,13.5,3358,10609,4.5,2.6,177.0,18889,3834,3,0
SUP-030,81.2,10,11.4,1691,4027,2.8,2.9,704.0,2597,2112,0,0
SUP-039,57.0,3,25.5,11286,15563,4.8,5.3,343.0,64566,11862,4,0
SUP-020,78.5,2,16.3,6577,12876,6.0,1.4,623.0,24128,4480,3,0
SUP-012,94.1,12,12.2,1478,2832,0.1,5.5,1011.0,7358,1688,4,1
SUP-004,82.0,12,7.0,1341,2256,1.6,6.2,565.0,5339,703,3,0
SUP-006,96.7,10,12.5,639,613,1.6,2.3,715.0,2660,343,4,0
SUP-012,94.1,12,12.8,4225,3187,5.3,3.0,984.0,22812,5171,4,0
SUP-014,88.6,5,20.2,6102,16082,1.8,3.9,651.0,17634,5996,4,0
SUP-012,94.1,12,11.0,11381,36360,1.7,2.6,356.0,20353,12482,4,0
SUP-021,85.2,12,12.9,3974,4444,2.2,3.7,159.0,7644,4430,7,0
SUP-027,69.7,11,16.0,1647,4607,0.7,4.8,946.0,4102,1986,0,0
SUP-009,51.8,11,18.1,12994,44422,3.3,3.2,137.0,60949,14495,4,0
SUP-016,57.0,4,10.1,1302,4052,1.1,2.3,1719.0,2548,1768,2,0
SUP-005,50.0,9,16.4,2737,3297,0.2,4.1,122.0,10227,3200,6,0
SUP-015,68.5,13,13.0,2834,8868,1.6,3.7,934.0,2305,3052,6,0
SUP-018,48.4,10,22.4,2250,4039,0.7,2.5,122.0,9667,2867,0,1
SUP-016,57.0,4,12.2,2964,10182,3.4,3.5,357.0,8910,2905,2,0
SUP-030,81.2,10,18.4,1939,6283,5.3,3.9,321.0,3421,2429,0,0
SUP-021,85.2,12,13.2,1919,1893,0.5,2.8,320.0,1963,1579,7,1
SUP-023,96.4,12,13.5,2035,6986,2.4,2.2,780.0,2828,2405,2,0
SUP-010,68.9,12,22.6,4300,4788,1.5,4.0,4218.0,15790,4484,5,1
SUP-010,68.9,12,10.2,2740,7616,4.5,6.3,798.0,8292,2943,5,1
SUP-033,62.3,8,20.3,2171,4449,1.6,3.9,568.0,12403,1175,7,1
SUP-034,64.6,6,23.1,763,2253,2.5,5.0,718.0,4309,948,2,0
SUP-008,86.7,4,16.8,2717,1126,2.5,2.0,444.0,11252,2964,6,1
SUP-013,79.1,12,18.6,9175,5412,3.7,4.5,179.0,39277,4747,0,0
SUP-011,64.7,6,14.2,1727,750,2.5,2.8,681.0,8984,2255,4,0
SUP-024,92.3,0,12.7,1154,3262,2.1,2.3,1337.0,5412,829,3,0
SUP-033,62.3,8,22.2,2315,5973,5.3,3.2,329.0,11013,2914,7,1
SUP-023,96.4,12,5.0,5971,20106,5.7,3.9,805.0,20068,3211,2,0
SUP-027,69.7,11,19.2,11759,26980,3.2,3.8,153.0,13110,6694,0,0
SUP-002,68.3,6,15.2,2403,4810,0.9,3.4,668.0,2863,2646,5,1
SUP-037,51.9,0,20.1,4190,13832,1.0,3.1,1098.0,5700,5421,1,0
SUP-036,55.0,8,20.3,1828,1389,1.6,5.3,1193.0,4369,2462,5,1
SUP-010,68.9,12,19.6,6004,13430,1.1,5.7,418.0,25684,8087,5,1
SUP-038,70.2,2,18.5,4600,15341,0.6,1.6,590.0,3738,4195,4,0
SUP-023,96.4,12,17.9,1235,2355,0.5,3.6,334.0,4456,1111,2,0
SUP-007,85.3,1,13.9,2225,4607,4.5,4.3,2082.0,5713,2905,0,0
SUP-003,90.5,2,18.3,4514,3828,1.1,3.1,760.0,27021,3299,5,0
SUP-017,74.4,3,13.4,2865,1784,2.0,1.7,492.0,13702,1968,4,0
SUP-021,85.2,12,21.4,3583,8401,1.3,6.0,632.0,7754,2070,7,0
SUP-022,63.8,2,14.4,8563,18757,2.8,4.4,1015.0,31125,4738,1,0
SUP-034,64.6,6,14.0,850,2347,1.0,4.1,82.0,1639,511,2,0
SUP-026,55.3,11,14.0,8470,9509,2.4,3.2,419.0,19925,8905,6,1
SUP-034,64.6,6,11.2,2908,9451,3.3,2.4,523.0,13890,2624,2,0
SUP-032,96.3,11,15.6,3381,6020,1.7,3.4,332.0,15820,4331,2,0
SUP-005,50.0,9,19.8,604,362,0.5,5.8,1033.0,1159,663,6,1
SUP-034,64.6,6,22.1,1405,364,5.0,4.2,812.0,6157,1650,2,0
SUP-015,68.5,13,14.8,4158,1322,0.4,2.4,175.0,9929,3343,6,0
SUP-032,96.3,11,14.3,1457,4468,3.0,4.1,229.0,3905,1448,2,1
SUP-019,88.9,9,15.3,4275,5173,1.3,4.0,435.0,6308,5608,2,0
SUP-024,92.3,0,11.9,1042,2962,6.9,3.9,1618.0,1035,547,3,0
SUP-026,55.3,11,23.1,1261,1885,4.7,6.1,317.0,3392,1542,6,1
SUP-016,57.0,4,17.8,530,330,1.6,4.4,200.0,961,568,2,0
SUP-024,92.3,0,18.0,5164,11725,1.1,3.1,401.0,29479,4411,3,0
SUP-014,88.6,5,7.3,10083,23824,3.4,3.3,91.0,51043,7928,4,0
SUP-025,86.3,11,19.0,1010,1280,2.2,2.6,286.0,2035,506,7,0
SUP-036,55.0,8,11.3,3562,2145,1.0,5.6,316.0,7106,2951,5,0
SUP-003,90.5,2,10.6,3734,1939,1.4,3.3,766.0,19860,4366,5,0
SUP-033,62.3,8,23.5,17425,7869,,2.2,760.0,84200,9910,7,1
SUP-030,81.2,10,13.8,2988,1502,3.0,5.6,876.0,12761,3256,0,1
SUP-031,84.5,4,13.9,657,1255,1.2,6.8,386.0,1228,738,6,0
SUP-003,90.5,2,17.2,1731,1557,1.0,5.6,1326.0,6691,1406,5,0
SUP-030,81.2,10,13.7,2560,6053,3.0,5.5,576.0,8425,3054,0,0
SUP-030,81.2,10,14.8,5297,1324,4.7,4.7,256.0,6161,3579,0,1
SUP-015,68.5,13,16.4,1061,2092,1.5,2.0,494.0,2499,534,6,0
SUP-035,69.9,7,16.3,1665,5645,2.7,2.5,335.0,1796,1459,3,0
SUP-009,51.8,11,15.5,3572,4251,1.9,3.2,2392.0,7536,2324,4,1
SUP-034,64.6,6,16.7,6621,10706,7.6,3.8,705.0,21607,3723,2,0
SUP-006,96.7,10,15.7,2304,5144,1.0,4.4,1588.0,5408,2594,4,0
SUP-038,70.2,2,15.5,851,1885,3.2,1.7,414.0,5008,481,4,0
SUP-007,85.3,1,11.1,13514,18645,2.4,4.3,483.0,30223,12876,0,0
SUP-004,82.0,12,16.7,1033,1067,4.9,2.0,393.0,5131,694,3,0
SUP-026,55.3,11,18.0,6790,8644,1.3,1.0,86.0,32277,5337,6,0
SUP-024,92.3,0,12.8,1433,4950,2.2,2.3,1206.0,7064,1697,3,0
SUP-031,84.5,4,13.1,3028,2526,1.7,5.0,349.0,12408,2032,6,0
SUP-021,85.2,12,12.7,2291,3345,1.3,7.7,505.0,10401,1293,7,1
SUP-001,86.0,14,22.3,14222,15061,1.6,3.5,775.0,16560,13641,3,1
SUP-033,62.3,8,16.7,2454,2915,1.7,2.5,353.0,12571,1416,7,0
SUP-006,96.7,10,10.8,3375,6138,3.9,2.8,490.0,5464,4133,4,0
SUP-035,69.9,7,12.5,3527,3214,1.2,5.3,389.0,7771,3661,3,1
SUP-031,84.5,4,10.4,7244,15635,0.7,1.5,185.0,28071,5829,6,0
SUP-005,50.0,9,19.2,3921,6448,4.3,4.3,694.0,15782,3306,6,0
SUP-030,81.2,10,13.8,5293,11836,3.2,2.3,962.0,9850,5407,0,0
SUP-022,63.8,2,12.8,2615,2228,1.4,6.2,490.0,7151,3143,1,0
SUP-007,85.3,1,9.3,2320,7539,1.6,2.4,1053.0,10994,2001,0,0
SUP-033,62.3,8,13.7,1754,3240,0.6,2.6,291.0,3708,1706,7,1
SUP-008,86.7,4,15.7,10699,23307,2.5,1.6,307.0,52972,8424,6,0
SUP-029,53.2,7,15.0,1140,1287,1.2,6.4,570.0,3616,1113,6,0
SUP-022,63.8,2,9.3,2044,2726,1.3,2.4,376.0,10380,2040,1,0
SUP-032,96.3,11,18.8,1007,1288,6.5,0.8,133.0,5113,650,2,0
SUP-001,86.0,14,15.0,2823,3154,2.0,2.6,184.0,12578,3021,3,0
SUP-021,85.2,12,12.2,1988,5144,3.3,4.4,1363.0,9560,2071,7,1
SUP-004,82.0,12,12.2,2715,2469,0.6,4.7,549.0,8677,1735,3,0
SUP-020,78.5,2,24.0,2812,1174,3.6,1.9,883.0,16069,2984,3,0
SUP-023,96.4,12,16.8,809,746,1.7,6.9,1423.0,4682,777,2,0
SUP-006,96.7,10,16.8,1112,1118,1.4,4.2,1043.0,4583,1471,4,0
SUP-002,68.3,6,22.2,3789,11244,0.3,3.6,2185.0,6755,5080,5,1
SUP-034,64.6,6,20.0,9000,27317,2.0,2.1,479.0,21115,6202,2,0
SUP-010,68.9,12,13.4,1424,1743,1.1,4.3,294.0,3927,1968,5,1
SUP-003,90.5,2,16.8,10045,15192,3.7,0.9,614.0,49051,5284,5,0
SUP-029,53.2,7,26.8,2926,1250,2.4,4.9,898.0,13980,3532,6,1
SUP-031,84.5,4,8.0,16369,52984,3.4,2.7,4817.0,44431,14726,6,0
SUP-033,62.3,8,11.6,3355,11239,4.9,1.0,,3288,3727,7,0
SUP-021,85.2,12,6.3,1474,2417,1.6,1.0,519.0,5492,1856,7,0
SUP-031,84.5,4,7.8,2970,9981,1.7,1.1,200.0,7784,2413,6,0
SUP-026,55.3,11,13.9,1029,2729,3.9,2.6,889.0,5022,1163,6,0
SUP-011,64.7,6,17.9,1170,2176,1.3,5.4,349.0,6977,1388,4,0
SUP-028,47.3,9,20.5,7130,7974,0.7,1.0,561.0,42665,4721,1,0
SUP-026,55.3,11,19.8,2130,3038,4.5,0.2,157.0,6664,2077,6,0
SUP-008,86.7,4,13.0,1266,2617,2.2,4.2,2036.0,5417,1128,6,0
SUP-016,57.0,4,20.7,2129,4142,1.2,1.7,414.0,1714,1374,2,0
SUP-024,92.3,0,6.1,1502,476,3.2,5.3,706.0,4619,979,3,0
SUP-030,81.2,10,15.9,2226,6300,2.3,1.3,763.0,6994,2793,0,0
SUP-002,68.3,6,22.6,2143,5361,0.4,0.6,510.0,7775,2765,5,0
SUP-009,51.8,11,18.3,5587,17631,2.0,4.1,668.0,25967,6650,4,0
SUP-038,70.2,2,15.8,2284,4066,6.6,7.3,398.0,5811,1624,4,1
SUP-035,69.9,7,11.1,5204,12237,0.7,5.0,205.0,17644,3378,3,0
SUP-025,86.3,11,10.5,2277,3668,4.5,5.9,2363.0,9668,1204,7,1
SUP-007,85.3,1,23.1,1579,1889,1.4,5.8,164.0,8804,1899,0,0
SUP-017,74.4,3,13.1,1321,2444,1.4,3.1,1829.0,1235,1050,4,0
SUP-029,53.2,7,15.6,2119,4541,1.6,2.6,1092.0,7531,2676,6,0
SUP-013,79.1,12,16.9,3356,11223,2.3,3.0,207.0,16813,2394,0,0
SUP-032,96.3,11,12.0,1045,2178,4.1,1.8,114.0,2568,1388,2,0
SUP-035,69.9,7,17.0,4704,5170,1.6,4.8,1460.0,27563,3322,3,0
SUP-028,47.3,9,18.4,6135,16800,1.1,3.0,761.0,18314,8508,1,0
SUP-025,86.3,11,10.4,13110,8174,2.3,1.0,534.0,69091,7708,7,1
SUP-021,85.2,12,11.5,560,1459,4.2,2.9,239.0,939,640,7,1
SUP-007,85.3,1,18.4,5747,7537,1.4,2.5,696.0,11723,6779,0,0
SUP-004,82.0,12,5.6,937,513,4.4,6.3,1012.0,2083,1168,3,1
SUP-030,81.2,10,10.2,4394,5034,4.3,4.0,314.0,6709,3941,0,0
SUP-037,51.9,0,21.8,2901,9767,3.7,2.2,308.0,4723,1451,1,0
SUP-032,96.3,11,16.4,7150,6808,5.1,4.5,,6363,7229,2,0
SUP-026,55.3,11,10.9,2879,4095,2.4,5.4,232.0,7067,1520,6,1
SUP-017,74.4,3,7.9,4758,1488,0.1,4.8,1868.0,12408,5251,4,0
SUP-038,70.2,2,15.8,5099,14246,5.0,4.4,862.0,22776,6995,4,0
SUP-008,86.7,4,14.8,1942,5881,3.9,1.4,87.0,5484,2435,6,0
SUP-027,69.7,11,9.9,691,213,3.1,1.8,122.0,3217,869,0,0
SUP-010,68.9,12,24.4,5069,7520,0.7,1.5,668.0,25528,3324,5,0
SUP-038,70.2,2,24.0,3931,13733,2.2,2.6,823.0,22221,5441,4,0
SUP-033,62.3,8,10.8,4892,16111,4.4,2.8,458.0,17319,4218,7,1
SUP-023,96.4,12,15.5,5563,1398,3.2,3.8,242.0,18020,6621,2,0
